Phase,Station,Station Lat (¼),Station Lon (¼),Station Zed (km),Event Lat (¼),Event Lon (¼),Event Depth (km),Delay Time (s),Bandpass (Hz)
 P, FAKI,-2.9192,132.265,136,51.96,-172.46,101,0.06292, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,51.96,-172.46,101,-0.23708, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,51.96,-172.46,101,0.36292, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,51.96,-172.46,101,-1.53708, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,51.96,-172.46,101,-0.63708, 0.7-2.0
 P, MMSI,-2.6892,118.909,221.25,51.96,-172.46,101,-1.33708, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,51.96,-172.46,101,-1.73708, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,51.96,-172.46,101,-2.73708, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,51.96,-172.46,101,-0.23708, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,51.96,-172.46,101,-1.23708, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,51.96,-172.46,101,0.06292, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,51.96,-172.46,101,-0.63708, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,51.96,-172.46,101,-1.03708, 0.7-2.0
 P, WSI,-9.669,120.2977,48,51.96,-172.46,101,1.36292, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,37.96,143.37,21,0.869, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,37.96,143.37,21,1.069, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,37.96,143.37,21,0.469, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,37.96,143.37,21,-0.731, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,37.96,143.37,21,-0.631, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,37.96,143.37,21,0.169, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,37.96,143.37,21,0.769, 0.7-2.0
 P, KHK,-8.364,115.6096,220,37.96,143.37,21,-0.431, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,37.96,143.37,21,2.169, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,37.96,143.37,21,0.469, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,37.96,143.37,21,-1.531, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,37.96,143.37,21,-0.231, 0.7-2.0
 P, MMSI,-2.6892,118.909,221.25,37.96,143.37,21,-0.631, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,37.96,143.37,21,2.169, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,37.96,143.37,21,-0.131, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,37.96,143.37,21,-0.631, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,37.96,143.37,21,-1.831, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,37.96,143.37,21,0.969, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,37.96,143.37,21,-1.131, 0.7-2.0
 P, SAUI,-7.9826,131.2988,110,37.96,143.37,21,1.169, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,37.96,143.37,21,-0.331, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,37.96,143.37,21,0.169, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,37.96,143.37,21,-0.631, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,37.96,143.37,21,-1.531, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,54.86,-161.63,164,-0.25185, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,54.86,-161.63,164,0.14815, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,54.86,-161.63,164,0.04815, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,54.86,-161.63,164,0.04815, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,54.86,-161.63,164,-1.45185, 0.7-2.0
 P, MMSI,-2.6892,118.909,221.25,54.86,-161.63,164,-0.95185, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,54.86,-161.63,164,-0.15185, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,54.86,-161.63,164,-1.15185, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,54.86,-161.63,164,-1.65185, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,54.86,-161.63,164,1.04815, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,54.86,-161.63,164,-0.15185, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,40.15,71.53,64,-0.14239, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,40.15,71.53,64,2.05761, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,40.15,71.53,64,2.85761, 0.7-2.0
 P, EDFI,-8.7497,121.6903,914.34,40.15,71.53,64,-1.64239, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,40.15,71.53,64,0.45761, 0.7-2.0
 P, IGBI,-8.818,115.146,248,40.15,71.53,64,-0.44239, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,40.15,71.53,64,1.25761, 0.7-2.0
 P, KHK,-8.364,115.6096,220,40.15,71.53,64,-1.54239, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,40.15,71.53,64,1.45761, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,40.15,71.53,64,-1.44239, 0.7-2.0
 P, MMSI,-2.6892,118.909,221.25,40.15,71.53,64,1.45761, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,40.15,71.53,64,1.75761, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,40.15,71.53,64,0.95761, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,40.15,71.53,64,-0.94239, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,40.15,71.53,64,-1.34239, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,40.15,71.53,64,-0.24239, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,40.15,71.53,64,-0.14239, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,40.15,71.53,64,0.95761, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,40.15,71.53,64,-0.04239, 0.7-2.0
 P, WSI,-9.669,120.2977,48,40.15,71.53,64,-0.54239, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,-10.21,161.72,90,0.152, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,-10.21,161.72,90,0.352, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,-10.21,161.72,90,-0.448, 0.7-2.0
 P, IGBI,-8.818,115.146,248,-10.21,161.72,90,-1.148, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,-10.21,161.72,90,1.052, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-10.21,161.72,90,-2.448, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-10.21,161.72,90,1.652, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-10.21,161.72,90,-1.548, 0.7-2.0
 P, MMSI,-2.6892,118.909,221.25,-10.21,161.72,90,2.052, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,-10.21,161.72,90,0.652, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-10.21,161.72,90,-2.248, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-10.21,161.72,90,-0.148, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-10.21,161.72,90,0.652, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-10.21,161.72,90,-2.248, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-10.21,161.72,90,2.552, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-10.21,161.72,90,-2.348, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,37.75,141.4,11,0.19348, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,37.75,141.4,11,-0.00652, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,37.75,141.4,11,-0.10652, 0.7-2.0
 P, IGBI,-8.818,115.146,248,37.75,141.4,11,-0.10652, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,37.75,141.4,11,0.29348, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,37.75,141.4,11,0.69348, 0.7-2.0
 P, KHK,-8.364,115.6096,220,37.75,141.4,11,-0.40652, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,37.75,141.4,11,2.79348, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,37.75,141.4,11,-0.70652, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,37.75,141.4,11,-1.00652, 0.7-2.0
 P, MMSI,-2.6892,118.909,221.25,37.75,141.4,11,-0.10652, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,37.75,141.4,11,-0.20652, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,37.75,141.4,11,0.89348, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,37.75,141.4,11,-0.60652, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,37.75,141.4,11,-1.70652, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,37.75,141.4,11,0.99348, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,37.75,141.4,11,-0.90652, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,37.75,141.4,11,-0.40652, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,37.75,141.4,11,-1.10652, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,37.75,141.4,11,-0.60652, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,37.75,141.4,11,-1.40652, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-23.97,-178.21,298,1.79767, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,-23.97,-178.21,298,0.29767, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,-23.97,-178.21,298,-0.30233, 0.7-2.0
 P, IGBI,-8.818,115.146,248,-23.97,-178.21,298,-0.60233, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,-23.97,-178.21,298,0.19767, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-23.97,-178.21,298,-1.60233, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,-23.97,-178.21,298,-0.60233, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-23.97,-178.21,298,-1.10233, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-23.97,-178.21,298,-0.00233, 0.7-2.0
 P, SAUI,-7.9826,131.2988,110,-23.97,-178.21,298,0.09767, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-23.97,-178.21,298,0.99767, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-23.97,-178.21,298,-1.60233, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,-23.97,-178.21,298,-0.10233, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-23.97,-178.21,298,-0.70233, 0.7-2.0
 P, WSI,-9.669,120.2977,48,-23.97,-178.21,298,0.59767, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,-3.55,144.85,41,0.48462, 0.7-2.0
 P, IGBI,-8.818,115.146,248,-3.55,144.85,41,-0.51538, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-3.55,144.85,41,-1.21538, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-3.55,144.85,41,-2.31539, 0.7-2.0
 P, EDFI,-8.7497,121.6903,914.34,-16.45,-174.18,22,-0.6, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,-16.45,-174.18,22,-0.2, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,-16.45,-174.18,22,-0.5, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,-16.45,-174.18,22,0.7, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-16.45,-174.18,22,0.6, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,-16.45,-174.18,22,-0.4, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-16.45,-174.18,22,-1, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,37.05,141.03,20,-0.00652, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,37.05,141.03,20,2.09348, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,37.05,141.03,20,1.49348, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,37.05,141.03,20,-0.80652, 0.7-2.0
 P, EDFI,-8.7497,121.6903,914.34,37.05,141.03,20,-0.40652, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,37.05,141.03,20,-0.10652, 0.7-2.0
 P, IGBI,-8.818,115.146,248,37.05,141.03,20,-1.50652, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,37.05,141.03,20,1.29348, 0.7-2.0
 P, KHK,-8.364,115.6096,220,37.05,141.03,20,-0.80652, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,37.05,141.03,20,1.29348, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,37.05,141.03,20,-0.70652, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,37.05,141.03,20,0.69348, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,37.05,141.03,20,0.89348, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,37.05,141.03,20,0.19348, 0.7-2.0
 P, MMSI,-2.6892,118.909,221.25,37.05,141.03,20,-0.40652, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,37.05,141.03,20,0.99348, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,37.05,141.03,20,0.39348, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,37.05,141.03,20,-2.10652, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,37.05,141.03,20,-0.20652, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,37.05,141.03,20,-0.80652, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,37.05,141.03,20,-0.10652, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,37.05,141.03,20,0.79348, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,37.05,141.03,20,0.79348, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,37.05,141.03,20,-1.40652, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,36.91,143.9,11,-0.38261, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,36.91,143.9,11,0.71739, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,36.91,143.9,11,2.51739, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,36.91,143.9,11,0.31739, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,36.91,143.9,11,1.21739, 0.7-2.0
 P, EDFI,-8.7497,121.6903,914.34,36.91,143.9,11,-0.38261, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,36.91,143.9,11,1.01739, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,36.91,143.9,11,0.51739, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,36.91,143.9,11,0.31739, 0.7-2.0
 P, KHK,-8.364,115.6096,220,36.91,143.9,11,-0.78261, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,36.91,143.9,11,-0.68261, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,36.91,143.9,11,0.21739, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,36.91,143.9,11,-0.98261, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,36.91,143.9,11,-0.18261, 0.7-2.0
 P, MMSI,-2.6892,118.909,221.25,36.91,143.9,11,-0.78261, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,36.91,143.9,11,0.51739, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,36.91,143.9,11,0.81739, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,36.91,143.9,11,-1.18261, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,36.91,143.9,11,-1.28261, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,36.91,143.9,11,1.21739, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,36.91,143.9,11,-1.88261, 0.7-2.0
 P, SAUI,-7.9826,131.2988,110,36.91,143.9,11,0.81739, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,36.91,143.9,11,-0.88261, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,36.91,143.9,11,0.21739, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,36.91,143.9,11,0.11739, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,36.91,143.9,11,-0.58261, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,-18.41,168.01,44,0.67558, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,-18.41,168.01,44,-0.32442, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-18.41,168.01,44,-0.02442, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,-18.41,168.01,44,-1.32442, 0.7-2.0
 P, IGBI,-8.818,115.146,248,-18.41,168.01,44,0.37558, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,-18.41,168.01,44,0.07558, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,-18.41,168.01,44,-0.42442, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-18.41,168.01,44,-0.32442, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-18.41,168.01,44,-0.02442, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,-18.41,168.01,44,-0.52442, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,-18.41,168.01,44,-2.62442, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,-18.41,168.01,44,0.37558, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,-18.41,168.01,44,-0.42442, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-18.41,168.01,44,-0.22442, 0.7-2.0
 P, MMSI,-2.6892,118.909,221.25,-18.41,168.01,44,0.47558, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-18.41,168.01,44,-0.92442, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,-18.41,168.01,44,1.37558, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-18.41,168.01,44,-0.22442, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-18.41,168.01,44,-0.92442, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-18.41,168.01,44,1.17558, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-18.41,168.01,44,-0.62442, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-18.41,168.01,44,0.47558, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,-18.41,168.01,44,-1.02442, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-18.41,168.01,44,0.37558, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-18.41,168.01,44,-0.12442, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,-18.22,168.36,38,2.77355, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-18.22,168.36,38,-1.42645, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,-18.22,168.36,38,2.47355, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,-18.22,168.36,38,0.47355, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,-18.22,168.36,38,1.97355, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-18.22,168.36,38,-0.92645, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,-18.22,168.36,38,2.27355, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,-18.22,168.36,38,1.17355, 0.7-2.0
 P, IGBI,-8.818,115.146,248,-18.22,168.36,38,1.07355, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,-18.22,168.36,38,-0.12645, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,-18.22,168.36,38,-1.02645, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-18.22,168.36,38,-0.82645, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-18.22,168.36,38,-0.72645, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,-18.22,168.36,38,-0.92645, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,-18.22,168.36,38,-1.32645, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,-18.22,168.36,38,-1.32645, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,-18.22,168.36,38,0.57355, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,-18.22,168.36,38,-0.82645, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-18.22,168.36,38,-1.52645, 0.7-2.0
 P, MMSI,-2.6892,118.909,221.25,-18.22,168.36,38,-0.12645, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,-18.22,168.36,38,2.07355, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-18.22,168.36,38,-0.62645, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,-18.22,168.36,38,1.17355, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-18.22,168.36,38,-1.42645, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,-18.22,168.36,38,0.27355, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-18.22,168.36,38,-1.12645, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-18.22,168.36,38,0.47355, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-18.22,168.36,38,-2.32645, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-18.22,168.36,38,-0.12645, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,-18.22,168.36,38,-0.92645, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-18.22,168.36,38,-0.52645, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-18.22,168.36,38,-0.62645, 0.7-2.0
 P, WSI,-9.669,120.2977,48,-18.22,168.36,38,2.57355, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,-18.26,167.44,47,1.86579, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-18.26,167.44,47,1.06579, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,-18.26,167.44,47,2.36579, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,-18.26,167.44,47,-0.23421, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-18.26,167.44,47,-1.63421, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,-18.26,167.44,47,0.76579, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,-18.26,167.44,47,-1.73421, 0.7-2.0
 P, IGBI,-8.818,115.146,248,-18.26,167.44,47,0.66579, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,-18.26,167.44,47,-0.33421, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-18.26,167.44,47,-0.23421, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-18.26,167.44,47,-0.33421, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,-18.26,167.44,47,-1.43421, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,-18.26,167.44,47,-1.53421, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,-18.26,167.44,47,-0.73421, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,-18.26,167.44,47,-0.73421, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-18.26,167.44,47,0.86579, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-18.26,167.44,47,-0.53421, 0.7-2.0
 P, PCI,-0.9055,119.8367,150,-18.26,167.44,47,0.96579, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-18.26,167.44,47,-0.33421, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-18.26,167.44,47,-1.13421, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-18.26,167.44,47,-0.13421, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-18.26,167.44,47,-0.83421, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-18.26,167.44,47,-0.43421, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,-18.26,167.44,47,-2.03421, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-18.26,167.44,47,-0.23421, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-18.26,167.44,47,-0.13421, 0.7-2.0
 P, AAI,-3.6871,128.1943,171.6,-13.62,167.09,119,-0.60777, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-13.62,167.09,119,1.19223, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,-13.62,167.09,119,1.59223, 0.7-2.0
 P, BBSI,-5.4885,122.5695,96,-13.62,167.09,119,1.99223, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,-13.62,167.09,119,-0.00777, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,-13.62,167.09,119,0.19223, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-13.62,167.09,119,-0.60777, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,-13.62,167.09,119,0.69223, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,-13.62,167.09,119,-1.30777, 0.7-2.0
 P, IGBI,-8.818,115.146,248,-13.62,167.09,119,0.19223, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-13.62,167.09,119,0.89223, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,-13.62,167.09,119,-0.50777, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,-13.62,167.09,119,0.09223, 0.7-2.0
 P, LBFI,-8.48,119.8921,75,-13.62,167.09,119,-0.90777, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,-13.62,167.09,119,1.39223, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,-13.62,167.09,119,0.49223, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-13.62,167.09,119,-0.30777, 0.7-2.0
 P, MMSI,-2.6892,118.909,221.25,-13.62,167.09,119,0.39223, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,-13.62,167.09,119,-0.70777, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-13.62,167.09,119,0.39223, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-13.62,167.09,119,-0.30777, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-13.62,167.09,119,0.29223, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-13.62,167.09,119,0.79223, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-13.62,167.09,119,-0.60777, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-13.62,167.09,119,-0.00777, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,-13.62,167.09,119,-0.30777, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-13.62,167.09,119,0.29223, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-13.62,167.09,119,-0.20777, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-12.29,166.26,83,-0.12576, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,-12.29,166.26,83,0.07424, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,-12.29,166.26,83,0.07424, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,-12.29,166.26,83,0.07424, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,-12.29,166.26,83,-0.12576, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-12.29,166.26,83,-0.62576, 0.7-2.0
